Country Name,Country Code,trade2019,FDI2019
Afghanistan,AFG,NA,0.124495985791329
Albania,ALB,76.2791946495763,7.79792048386519
Algeria,DZA,51.8097384415762,0.804144058246544
American Samoa,ASM,156.568778979907,NA
Andorra,AND,NA,NA
Angola,AGO,57.8295381183036,-5.7808131444487
Antigua and Barbuda,ATG,137.625175755884,7.43332407630785
Argentina,ARG,32.6306150458499,1.48500687570697
Armenia,ARM,96.1141541288708,0.736361516844353
Aruba,ABW,145.343572735289,-2.21528256776249
Australia,AUS,45.7489633556611,2.79345368293896
Austria,AUT,107.892514611522,-2.78770571216157
Azerbaijan,AZE,85.8181454084561,3.12183056112494
"Bahamas, The",BHS,72.3992434162665,3.6927818725524
Bahrain,BHR,141.700834964514,4.00518862174685
Bangladesh,BGD,31.5780512814675,0.543233710331666
Barbados,BRB,80.8550673082324,4.03231784838329
Belarus,BLR,130.850132114123,1.97686317571178
Belgium,BEL,164.166215073989,-3.98979364981819
Belize,BLZ,102.201303476517,3.93457925829276
Benin,BEN,63.68133231423,1.51631080442569
Bermuda,BMU,77.5601016506443,0.0591344675296509
Bhutan,BTN,76.1235174155789,0.475617070464636
Bolivia,BOL,56.3973067281247,-0.529735011311977
Bosnia and Herzegovina,BIH,94.5161278874242,2.18661377542075
Botswana,BWA,83.0929813601175,0.559653480699367
Brazil,BRA,28.8902578692948,3.69267321290506
British Virgin Islands,VGB,NA,NA
Brunei Darussalam,BRN,108.509658357959,2.77118007919323
Bulgaria,BGR,124.688701193655,3.22476396917176
Burkina Faso,BFA,60.4086928806888,1.0164787374761
Burundi,BDI,29.0262100000001,0.040556947720545
Cabo Verde,CPV,103.602656463726,5.45788755667341
Cambodia,KHM,123.556523773641,13.5220209647967
Cameroon,CMR,43.3785132480415,2.5831964059044
Canada,CAN,66.1714852804959,2.80676687017653
Cayman Islands,CYM,114.838539695171,18.1830873197548
Central African Republic,CAF,50.0658000014868,1.15252967682269
Chad,TCD,74.5705255558558,5.00787801342363
Channel Islands,CHI,NA,NA
Chile,CHL,57.5468575300305,4.87406503831311
China,CHN,35.8900960338084,1.31071593248213
Colombia,COL,37.558533980839,4.33058240907475
Comoros,COM,42.2680785350184,0.359894031404716
"Congo, Dem. Rep.",COD,55.2351580399854,2.60931448015292
"Congo, Rep.",COG,91.5757577206648,-10.2147373124797
Costa Rica,CRI,65.7605300175717,4.22094016660926
Cote d'Ivoire,CIV,44.5274919384227,1.41719980536463
Croatia,HRV,101.375238725593,6.41082614786897
Cuba,CUB,22.8207944494506,NA
Curacao,CUW,NA,6.71586643004897
Cyprus,CYP,151.944491675827,203.625433364883
Czechia,CZE,141.771023662617,4.25745331930823
Denmark,DNK,110.224828604234,-1.09718546490012
Djibouti,DJI,320.93900299862503,5.66550040200762
Dominica,DMA,NA,10.3084171305166
Dominican Republic,DOM,51.0111449209557,3.1809718229246
Ecuador,ECU,46.0768211909258,0.905594789228823
"Egypt, Arab Rep.",EGY,41.1240171551108,2.82732944960686
El Salvador,SLV,76.0420130991468,2.59024369040438
Equatorial Guinea,GNQ,94.8787924253545,3.97995245506153
Eritrea,ERI,NA,NA
Estonia,EST,143.754530253766,9.82202103786608
Eswatini,SWZ,89.188621687827,2.86531064179099
Ethiopia,ETH,28.8153010070423,2.65736016138456
Faroe Islands,FRO,108.623245950251,NA
Fiji,FJI,107.411463822998,5.91952095846727
Finland,FIN,79.605433214652,5.81407868801805
France,FRA,64.1414731902028,1.96049400180615
French Polynesia,PYF,63.3061124024003,0.211401010736817
Gabon,GAB,73.4280894486644,9.20409835236532
"Gambia, The",GMB,53.2696525651825,3.9194379121789
Georgia,GEO,118.599368307339,7.91323474836721
Germany,DEU,88.3183894580195,1.90205922776563
Ghana,GHA,76.8248018271755,5.67741655020323
Gibraltar,GIB,NA,NA
Greece,GRC,81.885923258543,2.43584347799923
Greenland,GRL,92.1907515607492,NA
Grenada,GRD,NA,16.3973140363487
Guam,GUM,77.8353754319824,NA
Guatemala,GTM,45.5167427491815,1.51707101923107
Guinea,GIN,78.4153132291929,0.330286821833642
Guinea-Bissau,GNB,55.3725855838767,4.97754712507096
Guyana,GUY,NA,32.7649489760172
Haiti,HTI,44.5687187734548,0.499464210439719
Honduras,HND,98.0275897083463,3.80668670933849
"Hong Kong SAR, China",HKG,353.743521139731,16.0571325877868
Hungary,HUN,160.751343279331,60.0414042352445
Iceland,ISL,82.8627457813882,-2.25459249123475
India,IND,39.9054035298391,1.78482633953521
Indonesia,IDN,37.6277775362938,2.23336204282241
"Iran, Islamic Rep.",IRN,50.7543343501077,0.531641985022407
Iraq,IRQ,68.9899384202806,-1.31640616709339
Ireland,IRL,252.495271979574,-11.689488034703
Isle of Man,IMN,NA,NA
Israel,ISR,56.2695344799558,4.31398063025056
Italy,ITA,59.8789802234549,1.55049869758514
Jamaica,JAM,90.1106076335994,4.20330596139907
Japan,JPN,35.2164181084145,0.780785313301259
Jordan,JOR,85.8214387441846,1.63971263094598
Kazakhstan,KAZ,64.8586165517565,2.05367649290766
Kenya,KEN,31.7594667253776,0.468168547481475
Kiribati,KIR,119.84126984127,-0.318686670832408
"Korea, Dem. People's Rep.",PRK,NA,NA
"Korea, Rep.",KOR,75.757138965219,0.58339386057331
Kosovo,XKX,85.7534085053482,3.60874710724505
Kuwait,KWT,98.1829442370446,0.378596561610448
Kyrgyz Republic,KGZ,NA,4.3096066288398
Lao PDR,LAO,NA,4.03149181360237
Latvia,LVA,120.743136668005,3.25660840923509
Lebanon,LBN,62.98091601016,3.69413245000342
Lesotho,LSO,142.226138607513,1.51283206840873
Liberia,LBR,NA,2.61121194879185
Libya,LBY,78.2091278508398,0
Liechtenstein,LIE,NA,NA
Lithuania,LTU,149.176211356567,6.26599401037917
Luxembourg,LUX,382.348369203003,234.248695216893
"Macao SAR, China",MAC,114.703063841274,11.8178697739571
Madagascar,MDG,62.6013230457128,3.36279830994654
Malawi,MWI,NA,0.500915850281206
Malaysia,MYS,123.028562027943,2.50697705748044
Maldives,MDV,NA,16.783472849825
Mali,MLI,63.6587027660517,4.97152245435128
Malta,MLT,309.61715026097,27.2829836641604
Marshall Islands,MHL,153.598392568969,2.22629031565469
Mauritania,MRT,93.4866941351317,-11.1917343784634
Mauritius,MUS,96.4919509166035,3.07610894576954
Mexico,MEX,77.3963247757157,2.29130490063043
"Micronesia, Fed. Sts.",FSM,104.495192307692,NA
Moldova,MDA,87.6322371148906,4.32157242106837
Monaco,MCO,NA,NA
Mongolia,MNG,124.396514621165,17.1989395200126
Montenegro,MNE,108.844577462214,7.53492922355211
Morocco,MAR,75.9981158798422,1.33479789567415
Mozambique,MOZ,NA,21.7841913105848
Myanmar,MMR,NA,2.31189862056083
Namibia,NAM,82.9011520693409,-1.40710630883469
Nauru,NRU,156,NA
Nepal,NPL,49.2495265869012,0.542801979795753
Netherlands,NLD,155.270676645491,-2.00180072222702
New Caledonia,NCL,NA,7.63514851485194
New Zealand,NZL,54.3841804066818,1.36830790930968
Nicaragua,NIC,94.04228104628,3.96093276376916
Niger,NER,37.1025664250326,5.56378872791907
Nigeria,NGA,NA,0.485777627795016
North Macedonia,MKD,138.576231840539,4.35892493383855
Northern Mariana Islands,MNP,104.572396274344,NA
Norway,NOR,70.8958205272987,3.99513402641074
Oman,OMN,86.4761336586,4.81225302279426
Pakistan,PAK,28.9055757994453,0.696146480411465
Palau,PLW,NA,19.2286157721356
Panama,PAN,NA,6.05160547781423
Papua New Guinea,PNG,NA,1.35578864340193
Paraguay,PRY,71.2221617342433,1.06104676965212
Peru,PER,46.9435053754409,2.08489665412022
Philippines,PHL,68.8418422585097,2.30117498594757
Poland,POL,102.688713790566,2.9559180510572
Portugal,PRT,86.5647174091784,4.30025203399647
Puerto Rico,PRI,107.571456836722,NA
Qatar,QAT,90.0463755501859,-1.59472537646872
Romania,ROU,84.5030610232464,2.93423089654186
Russian Federation,RUS,49.2287536619033,1.88851731564914
Rwanda,RWA,57.9923275443865,2.54363065684298
Samoa,WSM,83.3310820410377,-0.238656491573745
San Marino,SMR,307.264778085553,NA
Sao Tome and Principe,STP,NA,5.85791807167711
Saudi Arabia,SAU,60.1981894249545,0.544093215724094
Senegal,SEN,64.2362506061005,4.55247618583037
Serbia,SRB,111.954597500673,8.28646410409572
Seychelles,SYC,196.972328714042,15.6274892674152
Sierra Leone,SLE,56.1906488750949,8.39920004737159
Singapore,SGP,321.703497216311,27.9412497426965
Sint Maarten (Dutch part),SXM,NA,5.24677626460558
Slovak Republic,SVK,183.493447095806,2.1566313678747
Slovenia,SVN,158.638466880546,3.95600273865327
Solomon Islands,SLB,82.9983376152335,2.02495081496878
Somalia,SOM,69.572186456566,4.74500569821254
South Africa,ZAF,53.8979964086103,1.31407752294385
South Sudan,SSD,NA,NA
Spain,ESP,66.8738905174013,1.85614863696109
Sri Lanka,LKA,49.4255258543722,0.835214752952834
