Country Name,Country Code,trade2019,FDI2019
St. Kitts and Nevis,KNA,NA,5.6414137709831
St. Lucia,LCA,NA,3.5913805814328
St. Martin (French part),MAF,NA,NA
St. Vincent and the Grenadines,VCT,NA,7.55828893565454
Sudan,SDN,26.1196204552625,2.55226968828806
Suriname,SUR,NA,2.09560541663346
Sweden,SWE,91.4338289680865,3.09382236180391
Switzerland,CHE,124.127612180467,1.21642491474438
Syrian Arab Republic,SYR,41.9994711236162,NA
Tajikistan,TJK,56.0450159145896,2.56372126311277
Tanzania,TZA,33.0185892502311,1.99459353959394
Thailand,THA,109.689514715166,1.01451188952294
Timor-Leste,TLS,70.8064146926001,3.67928327906685
Togo,TGO,56.3421740349757,4.9437244573784
Tonga,TON,87.1654471936074,0.340279568811314
Trinidad and Tobago,TTO,NA,0.773783085518185
Tunisia,TUN,100.936008262245,1.93333257157672
Turkiye,TUR,63.1932903231036,1.25478651517783
Turkmenistan,TKM,44.2857594037204,4.09797710355936
Turks and Caicos Islands,TCA,NA,2.25165599228338
Tuvalu,TUV,NA,0.552188355301927
Uganda,UGA,39.3610539647435,3.6030428562421
Ukraine,UKR,90.5112342910763,3.76649676088543
United Arab Emirates,ARE,167.383564925995,4.27633945790034
United Kingdom,GBR,64.6651336372235,0.694070007703287
United States,USA,26.4519494737854,1.47787452846554
Uruguay,URY,49.5573052535871,2.36872631991584
Uzbekistan,UZB,72.5183267330503,3.84264818715085
Vanuatu,VUT,99.3829688227082,3.96283923161648
"Venezuela, RB",VEN,NA,NA
Viet Nam,VNM,164.704214531318,4.821074861051
Virgin Islands (U.S.),VIR,155.399174957535,NA
West Bank and Gaza,PSE,68.9934922812035,0.769720046510608
"Yemen, Rep.",YEM,NA,-1.69494383154926
Zambia,ZMB,68.791204936096,2.35091904331731
Zimbabwe,ZWE,55.7959609917419,1.14280558495638
Africa Eastern and Southern,AFE,51.6315805117886,1.4947679328423
Africa Western and Central,AFW,NA,1.51234540444217
Arab World,ARB,81.375450138496,1.35967464245026
Caribbean small states,CSS,NA,5.20015649478046
Central Europe and the Baltics,CEB,122.208253920517,9.10350652968274
Early-demographic dividend,EAR,52.5228107734728,1.86828713793919
East Asia & Pacific,EAS,53.7112082438589,1.97010969372478
East Asia & Pacific (excluding high income),EAP,43.2887423052987,1.51870049281137
East Asia & Pacific (IDA & IBRD countries),TEA,43.2899677441247,1.51870049281137
Euro area,EMU,89.9062406696633,2.60668211054306
Europe & Central Asia,ECS,84.3698046954109,2.67057574274789
Europe & Central Asia (excluding high income),ECA,61.3850348549467,2.15331493140111
Europe & Central Asia (IDA & IBRD countries),TEC,67.9564411536031,2.37839314406759
European Union,EUU,92.2681849767146,3.20443910482895
Fragile and conflict affected situations,FCS,NA,1.32752904273712
Heavily indebted poor countries (HIPC),HPC,52.7986909625064,2.93197747369605
High income,HIC,61.6223025107685,2.26242454672708
IBRD only,IBD,48.3716566924529,1.84993936935581
IDA & IBRD total,IBT,48.3838240000145,1.84454781391223
IDA blend,IDB,NA,0.787560950159654
IDA only,IDX,51.9050499873098,2.55068125137065
IDA total,IDA,48.6128100401414,1.77619622658246
Late-demographic dividend,LTE,53.0681735513407,1.89719301430637
Latin America & Caribbean,LCN,47.0368209245983,3.07468766155984
Latin America & Caribbean (excluding high income),LAC,45.3506288805534,2.88914089862139
Latin America & the Caribbean (IDA & IBRD countries),TLA,46.3772702322323,3.05561948393028
Least developed countries: UN classification,LDC,49.728295366021,1.77285611880412
Low & middle income,LMY,46.8211709730293,1.76407052129947
Low income,LIC,48.3264810867882,3.41049428611289
Lower middle income,LMC,53.1223031256306,1.78136969548668
Middle East & North Africa,MEA,77.0451676437319,1.75922491579386
Middle East & North Africa (excluding high income),MNA,57.7467670428491,1.00479583316845
Middle East & North Africa (IDA & IBRD countries),TMN,57.6243395791239,1.00773812308195
Middle income,MIC,46.8026318878848,1.74342387641104
North America,NAC,29.8589170922788,1.57759260878076
Not classified,INX,NA,NA
OECD members,OED,56.4684571050666,1.89194217418784
Other small states,OSS,109.001947932816,14.6763426862624
Pacific island small states,PSS,102.543119525487,4.43405669145835
Post-demographic dividend,PST,58.0164108411152,2.25409135081266
Pre-demographic dividend,PRE,NA,0.695200727025304
Small states,SST,107.191035456567,13.0690583291126
South Asia,SAS,38.6504817706871,1.54936635321104
South Asia (IDA & IBRD),TSA,38.6504817706871,1.54936635321104
Sub-Saharan Africa,SSF,54.8236255441814,1.50271019425091
Sub-Saharan Africa (excluding high income),SSA,54.6644505589253,1.48994763782289
Sub-Saharan Africa (IDA & IBRD countries),TSS,54.8236255441815,1.50271019425091
Upper middle income,UMC,45.2753999757702,1.7328608827864
World,WLD,56.4978896229091,2.07940736679391
