Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Luxembourg,LUX,Trade (% of GDP),NE.TRD.GNFS.ZS,382.348369203003
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,353.743521139731
Singapore,SGP,Trade (% of GDP),NE.TRD.GNFS.ZS,321.703497216311
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,320.93900299862503
Malta,MLT,Trade (% of GDP),NE.TRD.GNFS.ZS,309.61715026097
